id_corrida,id_piscina,numero_corrida,fecha_desde,fecha_hasta,fecha_siembra,fecha_pesca,dias_ciclo,dias_secos,cantidad_larvas_sembradas,laboratorio_larvas,laboratorio_nauplio,costo_transferencia,peso_inicial,ultimo_peso_registrado,peso_finca,libras_finca,id_cliente,codigo_larva,estado_ciclo,tipo_proceso,hectareas_corrida,corrida_origen
"BIO2,CP2,BA1-101,60",30,60,2026-07-10,,,,14,5,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",1.760000,""
"BIO3,CP1,PJF-011,22",42,22,2026-06-29,,,,25,1,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",6.690000,""
"BIO3,CP1,PJF-017,22",59,22,2026-06-24,,,,30,3,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",7.560000,""
"BIO2,CP3,BSS-042,26",242,26,2026-07-13,,,,11,3,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",2.970000,""
"BIO1,CP1,BG1-102,48",54,48,2026-06-24,,,,30,3,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",1.120000,""
"BIO2,CP1,BSF-016,22",211,22,2026-07-20,,,,4,1,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",5.060000,""
"BIO2,CP1,BSF-020,21",215,21,2026-07-23,,,,1,1,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",6.540000,""
"BIO3,CP2,PL1-028,22",277,22,2026-07-19,,,,5,1,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",5.500000,""
"BIO2,CP4,BA2-045,18",99,18,2025-12-12,,,,224,0,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",10.000000,""
"BIO3,CP1,PJF-101,75",35,75,2026-07-07,,,,17,2,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",1.000000,""
"BIO2,CP4,BA2-046,17",102,17,2025-12-15,,,,221,3,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",10.500000,""
"BIO3,CP3,PL2-102,53",152,53,2026-07-17,,,,7,4,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",1.360000,""
"BIO3,CP1,PJF-009,22",29,22,2026-06-25,,,,29,3,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",6.030000,""
"BIO2,CP3,BSS-004,34",114,34,2026-07-23,,,,1,1,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",1.200000,""
"BIO2,CP4,BA2-047,17",106,17,2025-12-13,,,,223,2,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",7.440000,""
"BIO2,CP5,BSP-004,19",173,19,2026-07-22,,,,2,1,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",5.650000,""
"BIO2,CP3,BSS-009,22",130,22,2026-07-21,,,,3,0,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",4.150000,""
"BIO3,CP2,PL1-021,35",270,35,2026-07-08,,,,16,6,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",2.780000,""
"BIO1,CP2,BG2-038,23",137,23,2026-07-21,,,,3,0,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",5.740000,""
"BIO2,CP4,BA2-044,17",96,17,2025-12-03,,,,233,0,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",11.300000,""
"BIO2,CP2,BA1-024,23",66,23,2026-07-19,,,,5,1,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",4.300000,""
"BIO2,CP4,BA2-202,27",74,27,2025-11-07,,,,259,0,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",2.720000,""
"BIO2,CP2,BA1-025,23",67,23,2026-07-19,,,,5,1,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",4.670000,""
"BIO1,CP1,BG1-005,23",11,23,2026-07-22,,,,2,2,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",8.680000,""
"BIO2,CP6,BCE-105,03",356,03,2026-06-18,,,,36,2,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",1.000000,""
"BIO1,CP2,BG2-301,12",313,12,2026-07-13,,,,11,3,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",1.100000,""
"BIO1,CP2,BG2-033,23",122,23,2026-07-12,,,,12,2,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",7.000000,""
"BIO3,CP2,PL1-107,06",349,06,2026-07-14,,,,10,2,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",1.500000,""
"BIO2,CP5,BSP-011,10",199,10,2026-07-18,,,,6,2,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",8.300000,""
"BIO2,CP1,BSF-015,22",210,22,2026-07-19,,,,5,1,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",6.880000,""
"BIO3,CP2,PL1-054,3",355,3,2026-07-17,,,,7,2,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",4.610000,""
"BIO2,CP4,BA2-205,28",83,28,2025-12-03,,,,233,0,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",0.460000,""
"BIO3,CP3,PL2-101,55",148,55,2026-07-23,,,,1,1,,SIN REFERENCIA,"",0.000000,0.000000,0.000000,0.000000,0.000000,10,"",Abierto,"",2.520000,""
