id_corrida,id_piscina,numero_corrida,fecha_desde,fecha_hasta,fecha_siembra,fecha_pesca,dias_ciclo,dias_secos,cantidad_larvas_sembradas,laboratorio_larvas,laboratorio_nauplio,costo_transferencia,peso_inicial,ultimo_peso_registrado,peso_finca,libras_finca,id_cliente,codigo_larva,estado_ciclo,tipo_proceso,hectareas_corrida,corrida_origen
"BIO3,CP1,PJF-017,17",59,17,2025-11-09,2026-01-13,2025-11-14,2026-01-13,61,5,1134000.000000,DARWIN VELEZ 1,TEXCUMAR,5381.970000,0.350000,21.200000,23.000000,34250.000000,44,BLOVITO21NC64,Cerrado,COLA,7.560000,"(CP1, PJF-102, 66, 30.00%)"
"BIO3,CP1,PJF-017,18",59,18,2026-01-14,2026-03-27,2026-01-20,2026-03-27,67,6,1209600.000000,TECSERV,TEXCUMAR,5796.450000,0.190000,21.600000,22.000000,37500.000000,44,HLNE1235,Cerrado,COLA,7.560000,"(CP1, PJF-101, 68, 28.00%)"
"BIO3,CP1,PJF-017,19",59,19,2026-03-28,2026-04-22,2026-04-07,2026-04-22,16,10,1605949.000000,PLUSLARVA 1,TEXCUMAR,10527.420000,0.480000,6.570000,0.000000,0.000000,,NC66RESG2-2G,Cerrado,,7.560000,"(CP1, PJF-013, 20, 36.00%)"
"BIO3,CP1,PJF-017,20",59,20,2026-04-23,2026-05-24,2026-04-23,2026-05-24,32,0,718200.000000,PLUSLARVA 1,TEXCUMAR,11805.950000,4.500000,17.900000,18.500000,25800.000000,52,NC66RESG22G,Cerrado,COLA,7.560000,"(CP1, PJF-017, 19, 51.00%)"
"BIO3,CP1,PJF-017,21",59,21,2026-05-25,2026-06-23,2026-06-01,2026-06-23,23,7,6600000.000000,LARPEN,TEXCUMAR,0.000000,0.010000,0.000000,0.000000,0.000000,,EXPESM3G,Cerrado,,7.560000,""
"BIO3,CP1,PJF-101,01",35,01,2021-12-31,2022-01-16,2022-01-06,2022-01-16,11,6,1900000.000000,BUBBALAB,TEXCUMAR,0.000000,0.110000,0.000000,0.000000,0.000000,,"",Cerrado,,1.000000,""
"BIO3,CP1,PJF-101,02",35,02,2022-01-17,2022-01-29,2022-01-18,2022-01-29,12,1,1500000.000000,CORPAQUAR,TEXCUMAR,0.000000,0.130000,0.000000,0.000000,0.000000,,"",Cerrado,,1.000000,""
"BIO3,CP1,PJF-101,03",35,03,2022-01-30,2022-02-15,2022-02-06,2022-02-15,10,7,1300000.000000,BUBBALAB,TEXCUMAR,0.000000,0.120000,0.000000,0.000000,0.000000,,"",Cerrado,,1.000000,""
"BIO3,CP1,PJF-101,04",35,04,2022-02-16,2022-03-02,2022-02-23,2022-03-02,8,7,2250000.000000,TIBALLOSA,TEXCUMAR,0.000000,0.090000,0.000000,0.000000,0.000000,,"",Cerrado,,1.000000,""
"BIO3,CP1,PJF-101,05",35,05,2022-03-03,2022-03-14,2022-03-07,2022-03-14,8,4,1900000.000000,BUBBALAB,TEXCUMAR,0.000000,0.110000,0.000000,0.000000,0.000000,,"",Cerrado,,1.000000,""
"BIO3,CP1,PJF-101,06",35,06,2022-03-15,2022-03-31,2022-03-21,2022-03-31,11,6,2138866.000000,ECUACUBA,TEXCUMAR,1229.490000,0.110000,0.000000,0.000000,0.000000,,"",Cerrado,,1.000000,"(CP1, PJF-102, 06, 23.00%)"
"BIO3,CP1,PJF-101,07",35,07,2022-04-01,2022-04-22,2022-04-13,2022-04-22,10,12,1250000.000000,CORPAQUAR,TEXCUMAR,0.000000,0.200000,0.000000,0.000000,0.000000,,"",Cerrado,,1.000000,""
"BIO3,CP1,PJF-101,08",35,08,2022-04-23,2022-05-05,2022-04-26,2022-05-05,10,3,2400000.000000,PLUSLARVA 1,TEXCUMAR,0.000000,0.090000,0.000000,0.000000,0.000000,,"",Cerrado,,1.000000,""
"BIO3,CP1,PJF-016,11",57,11,2024-07-29,2024-10-27,2024-08-20,2024-10-27,69,22,962000.000000,MBL - BUSTE,TEXCUMAR,5645.710000,0.390000,21.580000,20.000000,29350.000000,10,"",Cerrado,ENTERO,7.400000,"(CP1, PJF-006, 14, 33.00%)"
"BIO3,CP1,PJF-016,12",57,12,2024-10-28,2025-01-16,2024-11-08,2025-01-16,70,11,962000.000000,MC CANDELL,TEXCUMAR,7195.400000,0.330000,22.200000,23.000000,27450.000000,44,"",Cerrado,ENTERO,7.400000,"(CP1, PJF-006, 17, 33.00%)"
"BIO3,CP1,PJF-016,13",57,13,2025-01-17,2025-04-05,2025-01-28,2025-04-05,68,11,1116305.000000,CORPAQUAR,TEXCUMAR,7591.870000,0.680000,23.100000,26.000000,29200.000000,19,"",Cerrado,ENTERO,7.400000,"(CP1, PJF-101, 54, 100.00%)"
"BIO3,CP1,PJF-016,14",57,14,2025-04-06,2025-06-18,2025-04-19,2025-06-18,61,13,1371600.000000,DARWIN VELEZ 1,TEXCUMAR,13836.670000,0.700000,16.530000,19.000000,32350.000000,10,OMPC26G40,Cerrado,ENTERO,7.400000,"(CP1, PJF-013, 14, 49.47%); (CP1, PJF-101, 57, 44.84%)"
"BIO3,CP1,PJF-016,15",57,15,2025-06-19,2025-08-27,2025-06-22,2025-08-27,67,3,888000.000000,EMPAGRAN,TEXCUMAR,4632.320000,0.100000,20.570000,20.500000,31200.000000,44,NC37W8-26,Cerrado,COLA,7.400000,"(CP1, PJF-101, 60, 45.62%)"
"BIO3,CP1,PJF-016,16",57,16,2025-09-06,2025-11-09,2025-09-13,2025-11-09,58,7,1110000.000000,BUBBALAB,TEXCUMAR,4865.030000,0.230000,18.760000,19.000000,21350.000000,6,ZPTKY2PTSG,Cerrado,COLA,7.400000,"(CP1, PJF-101, 63, 28.89%)"
"BIO3,CP1,PJF-016,17",57,17,2025-11-10,2026-01-14,2025-11-14,2026-01-14,62,4,1110000.000000,DARWIN VELEZ 1,TEXCUMAR,5381.970000,0.310000,21.000000,22.800000,28200.000000,51,BLOVITO21NC64,Cerrado,COLA,7.400000,"(CP1, PJF-102, 66, 30.00%)"
"BIO3,CP1,PJF-016,18",57,18,2026-01-15,2026-03-28,2026-01-20,2026-03-28,68,5,1221000.000000,TECSERV,TEXCUMAR,5796.450000,0.170000,22.000000,22.000000,30050.000000,44,HLNE1235,Cerrado,COLA,7.400000,"(CP1, PJF-101, 68, 28.00%)"
"BIO3,CP1,PJF-016,19",57,19,2026-03-29,2026-04-22,2026-04-07,2026-04-22,16,9,1134929.000000,PLUSLARVA 1,TEXCUMAR,7603.130000,0.480000,6.910000,0.000000,0.000000,,NC66RESG2-2G,Cerrado,,7.400000,"(CP1, PJF-013, 20, 26.00%)"
"BIO3,CP1,PJF-016,20",57,20,2026-04-23,2026-06-10,2026-04-23,2026-06-10,49,0,925000.000000,PLUSLARVA 1,TEXCUMAR,17589.850000,5.000000,27.500000,27.000000,32150.000000,57,NC66RESG22G,Cerrado,ENTERO,7.400000,"(CP1, PJF-016, 19, 95.00%)"
"BIO3,CP1,PJF-017,01",59,01,2021-12-09,2022-03-28,2021-12-14,2022-03-28,105,5,907200.000000,TIBALLOSA,TEXCUMAR,0.000000,0.040000,0.000000,26.880000,34650.000000,,"",Cerrado,ENTERO,7.560000,""
"BIO3,CP1,PJF-017,02",59,02,2022-03-29,2022-07-10,2022-03-31,2022-07-10,102,2,1512000.000000,ECUACUBA,TEXCUMAR,5553.550000,0.000000,0.000000,28.900000,38750.000000,,"",Cerrado,ENTERO,7.560000,"(CP1, PJF-101, 06, 93.00%)"
"BIO3,CP1,PJF-017,03",59,03,2022-07-11,2022-10-25,2022-07-16,2022-10-25,102,5,1512000.000000,BUBBALAB,TEXCUMAR,5046.560000,0.020000,0.000000,27.480000,46100.000000,,"",Cerrado,ENTERO,7.560000,"(CP1, PJF-102, 13, 100.00%)"
"BIO3,CP1,PJF-017,04",59,04,2022-10-26,2023-02-01,2022-10-30,2023-02-01,95,4,1927800.000000,TIBALLOSA,TEXCUMAR,6480.140000,0.020000,0.000000,20.810000,55700.000000,,"",Cerrado,ENTERO,7.560000,"(CP1, PJF-101, 20, 6.00%); (CP1, PJF-102, 20, 100.00%)"
"BIO3,CP1,PJF-017,05",59,05,2023-02-02,2023-05-28,2023-02-08,2023-05-28,110,6,1965600.000000,BUBBALAB,TEXCUMAR,6052.000000,0.020000,0.000000,22.750000,50309.000000,,"",Cerrado,ENTERO,7.560000,"(CP1, PJF-102, 27, 100.00%)"
"BIO3,CP1,PJF-017,06",59,06,2023-05-29,2023-09-05,2023-05-31,2023-09-05,98,2,1020600.000000,MBL - BUSTE,TEXCUMAR,4056.960000,0.100000,0.000000,28.100000,46450.000000,,"",Cerrado,ENTERO,7.560000,"(CP1, PJF-102, 33, 100.00%)"
"BIO3,CP1,PJF-017,07",59,07,2023-09-07,2023-11-28,2023-09-08,2023-11-28,82,1,967680.000000,PLUSLARVA 1,TEXCUMAR,2672.710000,0.010000,0.000000,19.370000,26250.000000,,"",Cerrado,ENTERO,7.560000,"(CP1, PJF-101, 38, 56.00%)"
"BIO3,CP1,PJF-017,08",59,08,2023-11-29,2024-02-07,2023-12-12,2024-02-07,58,13,842400.000000,PLUSLARVA 1,TEXCUMAR,3177.820000,0.180000,25.280000,25.200000,7700.000000,,"",Cerrado,ENTERO,7.560000,"(CP1, PJF-101, 41, 26.00%)"
"BIO3,CP1,PJF-013,05",48,05,2023-03-10,2023-06-20,2023-03-12,2023-06-20,101,2,1062000.000000,PLUSLARVA 1,TEXCUMAR,4622.140000,0.130000,0.000000,24.900000,32950.000000,,"",Cerrado,ENTERO,5.900000,"(CP1, PJF-101, 28, 92.00%)"
"BIO3,CP1,PJF-013,06",48,06,2023-06-21,2023-09-30,2023-06-23,2023-09-30,100,2,826000.000000,PLUSLARVA 1,TEXCUMAR,3187.150000,0.080000,0.000000,24.000000,31390.000000,,"",Cerrado,ENTERO,5.900000,"(CP1, PJF-101, 34, 31.00%); (CP1, PJF-102, 34, 26.00%)"
"BIO3,CP1,PJF-013,07",48,07,2023-10-01,2023-12-11,2023-10-09,2023-12-11,64,8,531000.000000,ECUACUBA,TEXCUMAR,2499.900000,0.280000,0.000000,19.550000,17750.000000,,"",Cerrado,ENTERO,5.900000,"(CP1, PJF-102, 38, 29.00%)"
"BIO3,CP1,PJF-013,08",48,08,2023-12-12,2024-03-04,2023-12-28,2024-03-04,68,16,767000.000000,PLUSLARVA 1,TEXCUMAR,2876.540000,0.130000,23.000000,22.750000,13550.000000,,"",Cerrado,ENTERO,5.900000,"(CP1, PJF-102, 41, 28.00%); (CP1, PJF-102, 41, 1.00%)"
"BIO3,CP1,PJF-012,04",45,04,2022-08-27,2022-12-17,2022-08-31,2022-12-17,109,4,1024500.000000,PLUSLARVA 1,TEXCUMAR,4677.680000,0.030000,0.000000,23.500000,51450.000000,,"",Cerrado,ENTERO,6.830000,"(CP1, PJF-101, 16, 100.00%)"
"BIO3,CP1,PJF-012,05",45,05,2022-12-18,2023-04-03,2022-12-20,2023-04-03,105,2,11639200.000000,PLUSLARVA 1,TEXCUMAR,6409.510000,0.000000,0.000000,22.500000,30700.000000,,"",Cerrado,ENTERO,6.830000,"(CP1, PJF-101, 23, 100.00%)"
"BIO3,CP1,PJF-012,06",45,06,2023-04-04,2023-06-16,2023-04-14,2023-06-16,64,10,638078.000000,BUBBALAB,TEXCUMAR,19747.850000,9.890000,0.000000,28.430000,19850.000000,,"",Cerrado,ENTERO,6.830000,"(CP1, PJF-011, 05, 40.00%)"
"BIO3,CP1,PJF-012,07",45,07,2023-06-17,2023-10-05,2023-06-23,2023-10-05,105,6,990350.000000,PLUSLARVA 1,TEXCUMAR,3817.660000,0.080000,0.000000,27.300000,41050.000000,,"",Cerrado,ENTERO,6.830000,"(CP1, PJF-101, 34, 69.00%)"
"BIO3,CP1,PJF-012,08",45,08,2023-10-06,2023-12-23,2023-10-09,2023-12-23,76,3,614700.000000,ECUACUBA,TEXCUMAR,2930.920000,0.280000,0.000000,21.090000,21650.000000,,"",Cerrado,ENTERO,6.830000,"(CP1, PJF-102, 38, 34.00%)"
"BIO3,CP1,PJF-012,09",45,09,2023-12-24,2024-03-05,2024-01-02,2024-03-05,64,9,887900.000000,PLUSLARVA 1,TEXCUMAR,3372.500000,0.260000,24.610000,24.950000,18250.000000,,"",Cerrado,ENTERO,6.830000,"(CP1, PJF-102, 41, 34.00%)"
"BIO3,CP1,PJF-013,10",48,10,2024-05-14,2024-08-02,2024-05-29,2024-08-02,66,15,454000.000000,JSD,TEXCUMAR,5773.750000,0.800000,16.480000,26.880000,23450.000000,,"",Cerrado,ENTERO,5.900000,"(CP1, PJF-012, 12, 18.00%)"
"BIO3,CP1,PJF-013,11",48,11,2024-08-03,2024-10-29,2024-08-20,2024-10-29,71,17,767000.000000,MBL - BUSTE,TEXCUMAR,4619.220000,0.390000,23.560000,25.000000,27000.000000,10,"",Cerrado,ENTERO,5.900000,"(CP1, PJF-006, 14, 27.00%)"
"BIO3,CP1,PJF-013,12",48,12,2024-10-30,2025-01-14,2024-11-08,2025-01-14,68,9,767000.000000,MC CANDELL,TEXCUMAR,5669.100000,0.330000,21.470000,21.000000,9040.000000,45,"",Cerrado,ENTERO,5.900000,"(CP1, PJF-006, 17, 26.00%)"
"BIO3,CP1,PJF-013,13",48,13,2025-01-15,2025-04-04,2025-01-29,2025-04-04,66,14,767045.000000,CORPAQUAR,TEXCUMAR,7882.610000,1.200000,27.500000,28.000000,19400.000000,44,"",Cerrado,ENTERO,5.900000,"(CP1, PJF-009, 13, 45.00%)"
"BIO3,CP1,PJF-013,14",48,14,2025-04-05,2025-05-02,2025-04-16,2025-05-02,17,11,700000.000000,DARWIN VELEZ 1,TEXCUMAR,6799.900000,0.640000,1.300000,0.000000,0.000000,,091SCM0203,Cerrado,,5.900000,"(CP1, PJF-101, 57, 10.00%); (CP1, PJF-102, 57, 29.18%)"
"BIO3,CP1,PJF-013,15",48,15,2025-05-03,2025-07-06,2025-05-03,2025-07-06,65,0,1032500.000000,PLUSLARVA 1,TEXCUMAR,3923.640000,0.200000,22.650000,23.150000,22600.000000,12,PANC44,Cerrado,ENTERO,5.900000,"(CP1, PJF-102, 58, 21.84%)"
"BIO3,CP1,PJF-013,16",48,16,2025-07-07,2025-09-12,2025-07-14,2025-09-12,61,7,1003000.000000,BUBBALAB,TEXCUMAR,4675.440000,0.260000,20.310000,20.000000,25650.000000,12,PRMCONT27G,Cerrado,ENTERO,5.900000,"(CP1, PJF-102, 61, 24.15%)"
"BIO3,CP1,PJF-013,17",48,17,2025-09-13,2025-11-17,2025-09-18,2025-11-17,61,5,1003000.000000,PLUSLARVA 1,TEXCUMAR,4097.000000,0.300000,22.200000,22.000000,31800.000000,44,PRMQUI1GSV,Cerrado,COLA,5.900000,"(CP1, PJF-102, 64, 23.12%)"
"BIO3,CP1,PJF-013,18",48,18,2025-11-18,2026-01-23,2025-11-23,2026-01-23,62,5,944000.000000,PLUSLARVA 1,TEXCUMAR,4304.410000,0.360000,22.390000,22.000000,26750.000000,44,OMPL12G3 NC43AG2G,Cerrado,ENTERO,5.900000,"(CP1, PJF-101, 66, 23.00%)"
"BIO3,CP1,PJF-013,19",48,19,2026-01-24,2026-03-11,2026-01-30,2026-03-11,41,6,1045228.000000,PLUSLARVA 1,TEXCUMAR,5610.460000,0.490000,15.700000,16.000000,18900.000000,51,NCGQA,Cerrado,COLA,5.900000,"(CP1, PJF-102, 69, 23.00%)"
"BIO3,CP1,PJF-013,20",48,20,2026-03-12,2026-04-07,2026-03-18,2026-04-07,21,6,8000000.000000,PLUSLARVA 1,TEXCUMAR,0.000000,0.010000,0.480000,0.000000,0.000000,,NC66RESG2-2G,Cerrado,,5.900000,""
"BIO3,CP1,PJF-013,21",48,21,2026-04-08,2026-06-09,2026-04-23,2026-06-09,48,15,735400.000000,PLUSLARVA 1,TEXCUMAR,12268.730000,4.500000,29.000000,29.000000,25580.000000,57,NC66RESG22G,Cerrado,ENTERO,5.900000,"(CP1, PJF-016, 19, 5.00%); (CP1, PJF-017, 19, 49.00%)"
"BIO3,CP1,PJF-014,01",52,01,2021-10-07,2022-01-20,2021-10-13,2022-01-20,100,6,998400.000000,TIBALLOSA,TEXCUMAR,0.000000,0.040000,0.000000,25.700000,32750.000000,,"",Cerrado,ENTERO,7.680000,""
"BIO3,CP1,PJF-014,02",52,02,2022-01-21,2022-05-08,2022-01-27,2022-05-08,102,6,998400.000000,CORPAQUAR,TEXCUMAR,4157.150000,0.060000,0.000000,30.200000,32750.000000,,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-102, 02, 100.00%)"
"BIO3,CP1,PJF-015,04",55,04,2022-10-09,2023-01-16,2022-10-16,2023-01-16,93,7,1393200.000000,PLUSLARVA 1,TEXCUMAR,5518.410000,0.020000,0.000000,20.710000,50550.000000,,"",Cerrado,ENTERO,7.740000,"(CP1, PJF-102, 19, 67.00%)"
"BIO3,CP1,PJF-015,05",55,05,2023-01-17,2023-05-06,2023-01-20,2023-05-06,107,3,1857600.000000,MBL - BUSTE,TEXCUMAR,5132.930000,0.020000,0.000000,29.940000,43100.000000,,"",Cerrado,ENTERO,7.740000,"(CP1, PJF-101, 26, 31.00%); (CP1, PJF-102, 26, 33.00%)"
"BIO3,CP1,PJF-015,06",55,06,2023-05-07,2023-08-30,2023-05-14,2023-08-30,109,7,1044900.000000,BUBBALAB,TEXCUMAR,3427.850000,0.060000,0.000000,28.100000,24000.000000,,"",Cerrado,ENTERO,7.740000,"(CP1, PJF-102, 32, 40.00%)"
"BIO3,CP1,PJF-015,07",55,07,2023-08-31,2023-12-06,2023-09-05,2023-12-06,93,5,774000.000000,TIBALLOSA,TEXCUMAR,2395.680000,0.100000,0.000000,25.680000,34950.000000,,"",Cerrado,ENTERO,7.740000,"(CP1, PJF-102, 37, 22.00%)"
"BIO3,CP1,PJF-015,08",55,08,2023-12-07,2024-02-06,2023-12-12,2024-02-06,57,5,873400.000000,PLUSLARVA 1,TEXCUMAR,3300.050000,0.210000,26.370000,29.930000,5050.000000,,"",Cerrado,ENTERO,7.740000,"(CP1, PJF-101, 41, 27.00%)"
"BIO3,CP1,PJF-014,04",52,04,2022-08-29,2022-12-15,2022-08-31,2022-12-15,107,2,1152000.000000,PLUSLARVA 1,TEXCUMAR,4742.150000,0.030000,0.000000,24.650000,44650.000000,,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-102, 16, 100.00%)"
"BIO3,CP1,PJF-014,05",52,05,2022-12-16,2023-04-06,2022-12-20,2023-04-06,108,4,1843200.000000,PLUSLARVA 1,TEXCUMAR,6410.510000,0.040000,0.000000,25.080000,34650.000000,,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-102, 23, 100.00%)"
"BIO3,CP1,PJF-014,06",52,06,2023-04-07,2023-07-29,2023-04-16,2023-07-29,105,9,1305600.000000,PLUSLARVA 1,TEXCUMAR,6297.320000,0.100000,0.000000,28.580000,32500.000000,,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-101, 30, 7.00%); (CP1, PJF-102, 30, 100.00%)"
"BIO3,CP1,PJF-014,07",52,07,2023-07-30,2023-10-31,2023-08-05,2023-10-31,88,6,806400.000000,PLUSLARVA 1,TEXCUMAR,3044.670000,0.100000,0.000000,24.010000,31050.000000,,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-102, 36, 100.00%)"
"BIO3,CP1,PJF-014,08",52,08,2023-11-01,2024-01-19,2023-11-06,2024-01-19,75,5,706560.000000,MC CANDELL,TEXCUMAR,3217.220000,0.320000,0.000000,27.300000,20350.000000,,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-102, 39, 47.00%)"
"BIO3,CP1,PJF-014,10",52,10,2024-04-07,2024-06-23,2024-04-18,2024-06-23,67,11,768000.000000,PLUSLARVA 1,TEXCUMAR,8297.930000,1.070000,22.980000,21.000000,31550.000000,,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-012, 11, 48.00%)"
"BIO3,CP1,PJF-014,11",52,11,2024-06-24,2024-09-11,2024-07-06,2024-09-11,68,12,921600.000000,MC CANDELL,TEXCUMAR,9994.230000,1.120000,20.480000,23.540000,26400.000000,1,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-012, 13, 51.00%)"
"BIO3,CP1,PJF-014,12",52,12,2024-09-12,2024-11-29,2024-09-14,2024-11-29,77,2,841622.000000,SANLAB BSO,TEXCUMAR,6658.120000,0.290000,11.500000,29.000000,22450.000000,10,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-006, 15, 45.00%)"
"BIO3,CP1,PJF-014,13",52,13,2024-11-30,2025-02-14,2024-12-09,2025-02-14,68,9,1075200.000000,MC CANDELL,TEXCUMAR,6348.140000,0.360000,25.000000,25.000000,32250.000000,10,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-006, 18, 30.00%)"
"BIO3,CP1,PJF-014,14",52,14,2025-02-15,2025-04-25,2025-02-27,2025-04-25,58,12,998400.000000,DARWIN VELEZ 1,TEXCUMAR,7703.930000,1.000000,21.500000,21.000000,33200.000000,44,"",Cerrado,ENTERO,7.680000,"(CP1, PJF-009, 14, 28.71%)"
