id,codigo_piscina,horario,fecha,estado,tipo_sobrante,sobrante_kilo,m_viejo,m_rojo,m_fresco,suelo_danado,muda,oxigeno_bajo,observacion,id_corrida,id_sector,heces,balanceado_en_tolva
38246,PL1-017,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-017,16",9,false,false
38247,PL1-018,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-018,16",9,false,false
38248,PL1-019,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-019,16",9,false,false
38249,PL1-022,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-022,19",9,false,false
38250,PL1-023,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-023,24",9,false,false
38251,PL1-024,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-024,19",9,false,false
38252,PL1-025,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-025,19",9,false,false
38253,PL1-026,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-026,19",9,false,false
38254,PL1-029,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-029,19",9,false,false
38255,PL1-031,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-031,19",9,false,false
38256,PL1-034,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-034,19",9,false,false
38257,PL1-035,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-035,19",9,false,false
38258,PL1-036,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-036,20",9,false,false
38259,PL1-042,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-042,07",9,false,false
38260,PL1-043,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-043,07",9,false,false
38261,PL1-044,PM,2025-12-16,,4,0.00,0.0,0.0,0.0,false,false,false,ful balanceado en el suelo se dejan prendidos los equipos por orden del biologo administrador ,"BIO3,CP2,PL1-044,07",9,false,false
38262,PL1-047,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO3,CP2,PL1-047,07",9,false,false
38263,PL2-001,AM,2025-12-16,,0,0.00,0.0,0.0,1.0,false,true,false,"camaron en muda, presencia de heces","BIO3,CP3,PL2-001,18",10,false,false
38264,PL2-006,AM,2025-12-16,,0,0.00,0.0,1.0,1.0,false,true,false,"camaron en muda, presencia de heces","BIO3,CP3,PL2-006,18",10,false,false
38265,PL2-007,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,camaron en muda,"BIO3,CP3,PL2-007,19",10,false,false
38266,PL2-008,AM,2025-12-16,,0,300.00,0.0,0.0,0.0,false,false,false,,"BIO3,CP3,PL2-008,19",10,false,false
38267,PL2-010,AM,2025-12-16,,0,100.00,0.0,0.0,0.0,false,true,false,camaron en muda,"BIO3,CP3,PL2-010,19",10,false,false
38268,PL2-013,AM,2025-12-16,,0,25.00,0.0,0.0,1.0,false,false,false,,"BIO3,CP3,PL2-013,19",10,false,false
38269,PL2-001,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,"camaron en muda, presencia de heces","BIO3,CP3,PL2-001,18",10,false,false
38270,PL2-002,PM,2025-12-16,,0,0.00,0.0,5.0,3.0,false,false,false,,"BIO3,CP3,PL2-002,19",10,false,false
38271,PL2-005,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,,"BIO3,CP3,PL2-005,19",10,false,false
38272,PL2-006,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,"camaron en muda, presencia de heces","BIO3,CP3,PL2-006,18",10,false,false
38273,PL2-007,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,true,false,"camaron en muda, presencia de heces","BIO3,CP3,PL2-007,19",10,false,false
38274,PL2-008,PM,2025-12-16,,4,0.00,0.0,0.0,1.0,false,false,false,ful balanceado en el suelo se dejan prendidos los equipos por orden del biologo administrador ,"BIO3,CP3,PL2-008,19",10,false,false
38275,PL2-010,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,camaron en muda,"BIO3,CP3,PL2-010,19",10,false,false
38276,PL2-013,PM,2025-12-16,,1,0.00,0.0,2.0,0.0,false,false,false,pocas pepas de balanceado,"BIO3,CP3,PL2-013,19",10,false,false
38277,PJF-003,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-003,19",8,false,false
38278,PJF-006,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-006,25",8,false,false
38279,PJF-011,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-011,19",8,false,false
38280,PJF-001,PM,2025-12-16,,0,0.00,2.0,0.0,0.0,false,false,false,DOS MUERTOS ENTRE CORTADOS ,"BIO3,CP1,PJF-001,17",8,false,false
38281,PJF-003,PM,2025-12-16,,0,0.00,1.0,0.0,0.0,false,false,false,UN MUERTO ENTRE CORTADO,"BIO3,CP1,PJF-003,19",8,false,false
38282,PJF-004,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,UN MUERTO ROJO,"BIO3,CP1,PJF-004,17",8,false,false
38283,PJF-005,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-005,17",8,false,false
38284,PJF-006,PM,2025-12-16,,2,0.00,0.0,0.0,0.0,false,true,false,PRESENTA POCA MUDA Y ALIMENTO EN EL SUELO,"BIO3,CP1,PJF-006,25",8,false,false
38285,PJF-007,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-007,18",8,false,false
38286,PJF-010,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-010,17",8,false,false
38287,PJF-011,PM,2025-12-16,,1,0.00,0.0,0.0,0.0,false,false,false,PRESENTA POCO BALANCEADO EN EL SUELO ,"BIO3,CP1,PJF-011,19",8,false,false
38288,PJF-013,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-013,18",8,false,false
38289,PJF-014,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-014,18",8,false,false
38290,PJF-015,PM,2025-12-16,,0,0.00,1.0,0.0,0.0,false,false,false,UN MUERTO ENTRE CORTADO,"BIO3,CP1,PJF-015,18",8,false,false
38291,PJF-016,PM,2025-12-16,,0,0.00,0.0,0.0,1.0,false,false,false,UN MUERTO FRESCO ,"BIO3,CP1,PJF-016,17",8,false,false
38292,PJF-017,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-017,17",8,false,false
38293,PJF-101,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-101,67",8,false,false
38294,PJF-102,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,SIN NOVEDAD ,"BIO3,CP1,PJF-102,68",8,false,false
38295,BSP-004,AM,2025-12-16,,0,0.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-004,15",7,false,false
38296,BSP-005,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-005,32",7,false,false
38297,BSP-006,AM,2025-12-16,,0,75.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-006,15",7,false,false
38298,BSP-007,AM,2025-12-16,,0,0.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-007,14",7,false,false
38299,BSP-008,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-008,07",7,false,false
38300,BSP-009,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-009,07",7,false,false
38301,BSP-010,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-010,07",7,false,false
38302,BSP-011,AM,2025-12-16,,0,100.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-011,06",7,false,false
38303,BSP-012,AM,2025-12-16,,0,175.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-012,15",7,false,false
38304,BSP-013,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-013,15",7,false,false
38305,BSP-014,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,20% de la dieta voleo medicado,"BIO2,CP5,BSP-014,14",7,false,false
38306,BSP-015,AM,2025-12-16,,0,100.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP5,BSP-015,15",7,false,false
38307,BSP-016,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,50% de la dieta voleo medicado,"BIO2,CP5,BSP-016,01",7,false,false
38308,BSP-008,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,  se hizo prueba de sonido de 7am,"BIO2,CP5,BSP-008,07",7,false,false
38309,BSP-009,PM,2025-12-16,,1,0.00,0.0,0.0,0.0,false,false,false,poco balanceado en rastrillo  ,"BIO2,CP5,BSP-009,07",7,false,false
38310,BSP-011,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,,"BIO2,CP5,BSP-011,06",7,false,false
38311,BSP-013,PM,2025-12-16,,0,0.00,2.0,1.0,0.0,false,false,false,,"BIO2,CP5,BSP-013,15",7,false,false
38312,BSP-016,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,hoy se le habileto un equipo mas ,"BIO2,CP5,BSP-016,01",7,false,false
38313,BA1-001,AM,2025-12-16,,0,150.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-001,19",4,false,false
38314,BA1-003,AM,2025-12-16,,0,125.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-003,19",4,false,false
38315,BA1-006,AM,2025-12-16,,0,200.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-006,19",4,false,false
38316,BA1-008,AM,2025-12-16,,0,150.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-008,18",4,false,false
38317,BA1-009,AM,2025-12-16,,0,150.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-009,18",4,false,false
38318,BA1-010,AM,2025-12-16,,0,150.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-010,18",4,false,false
38319,BA1-012,AM,2025-12-16,,0,75.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-012,19",4,false,false
38320,BA1-013,AM,2025-12-16,,0,100.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-013,19",4,false,false
38321,BA1-014,AM,2025-12-16,,0,125.00,0.0,0.0,0.0,true,false,false,suelo dañado nivel 1,"BIO2,CP2,BA1-014,19",4,false,false
38322,BA1-015,AM,2025-12-16,,0,100.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-015,19",4,false,false
38323,BA1-016,AM,2025-12-16,,0,350.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-016,18",4,false,false
38324,BA1-017,AM,2025-12-16,,0,375.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-017,19",4,false,false
38325,BA1-018,AM,2025-12-16,,0,525.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-018,19",4,false,false
38326,BA1-019,AM,2025-12-16,,0,375.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-019,18",4,false,false
38327,BA1-021,AM,2025-12-16,,0,125.00,3.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-021,19",4,false,false
38328,BA1-022,AM,2025-12-16,,0,250.00,0.0,0.0,0.0,true,false,false,suelo dañado nivel 1,"BIO2,CP2,BA1-022,19",4,false,false
38329,BA1-023,AM,2025-12-16,,0,175.00,0.0,0.0,0.0,true,false,false,suelo dañado nivel 1,"BIO2,CP2,BA1-023,19",4,false,false
38330,BA1-024,AM,2025-12-16,,0,275.00,3.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-024,19",4,false,false
38331,BA1-025,AM,2025-12-16,,0,125.00,0.0,0.0,0.0,true,false,false,suelo dañado nivel 1,"BIO2,CP2,BA1-025,19",4,false,false
38332,BA1-026,AM,2025-12-16,,0,75.00,1.0,0.0,1.0,false,true,false,poca muda,"BIO2,CP2,BA1-026,18",4,false,false
38333,BA1-027,AM,2025-12-16,,0,300.00,1.0,0.0,0.0,true,false,false,suelo dañado nivel 1,"BIO2,CP2,BA1-027,19",4,false,false
38334,BA1-028,AM,2025-12-16,,0,150.00,0.0,0.0,1.0,false,false,false,,"BIO2,CP2,BA1-028,19",4,false,false
38335,BA1-029,AM,2025-12-16,,0,300.00,1.0,0.0,1.0,true,false,false,suelo dañado nivel 1,"BIO2,CP2,BA1-029,18",4,false,false
38336,BA1-030,AM,2025-12-16,,0,300.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-030,18",4,false,false
38337,BA1-032,AM,2025-12-16,,0,325.00,1.0,0.0,1.0,false,false,false,,"BIO2,CP2,BA1-032,18",4,false,false
38338,BA1-033,AM,2025-12-16,,0,325.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-033,18",4,false,false
38339,BA1-034,AM,2025-12-16,,0,450.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-034,18",4,false,false
38340,BA1-035,AM,2025-12-16,,0,500.00,0.0,2.0,0.0,false,false,false,,"BIO2,CP2,BA1-035,18",4,false,false
38341,BA1-036,AM,2025-12-16,,0,250.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-036,19",4,false,false
38342,BA1-037,AM,2025-12-16,,0,250.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-037,19",4,false,false
38343,BA1-038,AM,2025-12-16,,0,275.00,0.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-038,19",4,false,false
38344,BA1-039,AM,2025-12-16,,0,100.00,1.0,2.0,0.0,false,false,false,,"BIO2,CP2,BA1-039,18",4,false,false
38345,BA1-014,PM,2025-12-16,,1,0.00,0.0,0.0,0.0,false,false,false,pepas de balanceado fresco,"BIO2,CP2,BA1-014,19",4,false,false
38346,BA1-015,PM,2025-12-16,,1,0.00,0.0,0.0,0.0,false,false,false,pepas de balanceado fresco,"BIO2,CP2,BA1-015,19",4,false,false
38347,BA1-021,PM,2025-12-16,,0,0.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-021,19",4,false,false
38348,BA1-026,PM,2025-12-16,,0,0.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-026,18",4,false,false
38349,BA1-028,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,presencia de heces,"BIO2,CP2,BA1-028,19",4,false,false
38350,BA1-029,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,true,false,false,"suelo dañado nivel 2, ful heces","BIO2,CP2,BA1-029,18",4,false,false
38351,BA1-030,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,presencia de heces,"BIO2,CP2,BA1-030,18",4,false,false
38352,BA1-032,PM,2025-12-16,,1,0.00,0.0,0.0,0.0,false,false,false,pepas de balanceado fresco,"BIO2,CP2,BA1-032,18",4,false,false
38353,BA1-034,PM,2025-12-16,,0,0.00,3.0,0.0,0.0,false,false,false,,"BIO2,CP2,BA1-034,18",4,false,false
38354,BA1-035,PM,2025-12-16,,1,0.00,5.0,2.0,0.0,false,false,false,pepas de balanceado fresco,"BIO2,CP2,BA1-035,18",4,false,false
38355,BA1-037,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,ful heces,"BIO2,CP2,BA1-037,19",4,false,false
38356,BA1-039,PM,2025-12-16,,1,0.00,0.0,0.0,0.0,false,false,false,pepas de balanceado fresco,"BIO2,CP2,BA1-039,18",4,false,false
38357,BA1-040,PM,2025-12-16,,4,0.00,0.0,0.0,0.0,false,false,false,"ful balanceado en suelo, se apago equipos","BIO2,CP2,BA1-040,20",4,false,false
38358,BSF-002,PM,2025-12-16,,0,0.00,0.0,3.0,0.0,false,false,false,,"BIO2,CP1,BSF-002,20",3,false,false
38359,BSF-003,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-003,19",3,false,false
38360,BSF-006,PM,2025-12-16,,0,0.00,0.0,2.0,0.0,false,false,false,,"BIO2,CP1,BSF-006,18",3,false,false
38361,BSF-007,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-007,17",3,false,false
38362,BSF-009,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-009,17",3,false,false
38363,BSF-012,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-012,18",3,false,false
38364,BSF-015,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-015,18",3,false,false
38365,BSF-016,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-016,18",3,false,false
38366,BSF-019,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-019,18",3,false,false
38367,BSF-020,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-020,17",3,false,false
38368,BSF-021,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-021,18",3,false,false
38369,BSF-022,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-022,18",3,false,false
38370,BSF-024,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-024,18",3,false,false
38371,BSF-025,PM,2025-12-16,,0,0.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP1,BSF-025,18",3,false,false
38372,BSF-026,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-026,18",3,false,false
38373,BSF-027,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-027,17",3,false,false
38374,BSF-028,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-028,18",3,false,false
38375,BSF-029,PM,2025-12-16,,0,0.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP1,BSF-029,18",3,false,false
38376,BSF-030,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-030,18",3,false,false
38377,BSF-031,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-031,18",3,false,false
38378,BSF-032,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-032,18",3,false,false
38379,BSF-034,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-034,18",3,false,false
38380,BSF-035,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,false,false,Sin novedad,"BIO2,CP1,BSF-035,18",3,false,false
38381,BSS-002,AM,2025-12-16,,0,0.00,0.0,2.0,2.0,false,true,false,muda,"BIO2,CP3,BSS-002,18",5,false,false
38382,BSS-005,AM,2025-12-16,,0,0.00,0.0,2.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-005,17",5,false,false
38383,BSS-006,AM,2025-12-16,,0,0.00,0.0,3.0,0.0,false,false,false,,"BIO2,CP3,BSS-006,18",5,false,false
38384,BSS-007,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-007,18",5,false,false
38385,BSS-008,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-008,18",5,false,false
38386,BSS-012,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-012,18",5,false,false
38387,BSS-014,AM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-014,18",5,false,false
38388,BSS-016,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,true,false,false,suelo dañado,"BIO2,CP3,BSS-016,18",5,false,false
38389,BSS-017,AM,2025-12-16,,1,0.00,0.0,0.0,0.0,true,false,false,"balanceado 1, suelo dañado","BIO2,CP3,BSS-017,18",5,false,false
38390,BSS-020,AM,2025-12-16,,0,0.00,0.0,4.0,0.0,true,false,false,suelo dañado,"BIO2,CP3,BSS-020,19",5,false,false
38391,BSS-028,AM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-028,19",5,false,false
38392,BSS-029,AM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-029,18",5,false,false
38393,BSS-033,AM,2025-12-16,,0,0.00,0.0,6.0,0.0,false,false,false,,"BIO2,CP3,BSS-033,18",5,false,false
38394,BSS-034,AM,2025-12-16,,0,0.00,0.0,2.0,0.0,false,false,false,,"BIO2,CP3,BSS-034,18",5,false,false
38395,BSS-035,AM,2025-12-16,,0,0.00,0.0,2.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-035,18",5,false,false
38396,BSS-037,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-037,17",5,false,false
38397,BSS-039,AM,2025-12-16,,0,0.00,0.0,6.0,0.0,false,false,false,,"BIO2,CP3,BSS-039,18",5,false,false
38398,BSS-040,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-040,19",5,false,false
38399,BSS-043,AM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-043,19",5,false,false
38400,BSS-008,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-008,18",5,false,false
38401,BSS-009,PM,2025-12-16,,0,0.00,0.0,2.0,0.0,false,false,false,,"BIO2,CP3,BSS-009,18",5,false,false
38402,BSS-010,PM,2025-12-16,,0,0.00,0.0,3.0,0.0,false,false,false,,"BIO2,CP3,BSS-010,18",5,false,false
38403,BSS-012,PM,2025-12-16,,0,0.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP3,BSS-012,18",5,false,false
38404,BSS-014,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-014,18",5,false,false
38405,BSS-015,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,true,false,false,suelo dañado,"BIO2,CP3,BSS-015,18",5,false,false
38406,BSS-016,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,true,false,false,suelo dañado,"BIO2,CP3,BSS-016,18",5,false,false
38407,BSS-017,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,true,false,false,suelo dañado,"BIO2,CP3,BSS-017,18",5,false,false
38408,BSS-020,PM,2025-12-16,,0,0.00,0.0,1.0,1.0,true,false,false,suelo dañado,"BIO2,CP3,BSS-020,19",5,false,false
38409,BSS-028,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,true,false,false,suelo dañado,"BIO2,CP3,BSS-028,19",5,false,false
38410,BSS-034,PM,2025-12-16,,0,0.00,1.0,0.0,0.0,false,false,false,,"BIO2,CP3,BSS-034,18",5,false,false
38411,BSS-035,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-035,18",5,false,false
38412,BSS-037,PM,2025-12-16,,0,0.00,0.0,0.0,0.0,false,true,false,muda,"BIO2,CP3,BSS-037,17",5,false,false
38413,BSS-039,PM,2025-12-16,,0,0.00,0.0,1.0,0.0,false,false,false,,"BIO2,CP3,BSS-039,18",5,false,false
38414,BG1-003,AM,2025-12-17,,0,0.00,0.0,4.0,0.0,false,false,false,,"BIO1,CP1,BG1-003,18",1,false,false
38415,BG1-004,AM,2025-12-17,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP1,BG1-004,33",1,false,false
38416,BG1-005,AM,2025-12-17,,1,0.00,0.0,0.0,0.0,false,false,false,poco balanceado en suelo,"BIO1,CP1,BG1-005,19",1,false,false
38417,BG1-007,AM,2025-12-17,,1,0.00,0.0,0.0,0.0,false,false,false,poco balanceado en suelo,"BIO1,CP1,BG1-007,19",1,false,false
38418,BG1-008,AM,2025-12-17,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP1,BG1-008,19",1,false,false
38419,BG1-009,AM,2025-12-17,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP1,BG1-009,20",1,false,false
38420,BG1-010,AM,2025-12-17,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP1,BG1-010,18",1,false,false
38421,BG1-011,AM,2025-12-17,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP1,BG1-011,19",1,false,false
38422,BG1-012,AM,2025-12-17,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP1,BG1-012,20",1,false,false
38423,BG1-013,AM,2025-12-17,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP1,BG1-013,31",1,false,false
38424,BG1-015,AM,2025-12-17,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP1,BG1-015,19",1,false,false
38425,BG1-016,AM,2025-12-17,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP1,BG1-016,19",1,false,false
38426,BG1-017,AM,2025-12-17,,1,0.00,0.0,0.0,0.0,false,false,false,poco balanceado en suelo,"BIO1,CP1,BG1-017,19",1,false,false
38427,BG1-102,AM,2025-12-17,,0,0.00,0.0,0.0,0.0,false,false,false,sin novedad,"BIO1,CP1,BG1-102,42",1,false,false
38428,BG1-103,AM,2025-12-17,,0,0.00,0.0,0.0,3.0,false,false,false,,"BIO1,CP1,BG1-103,47",1,false,false
38429,BG1-003,PM,2025-12-17,,0,0.00,0.0,2.0,0.0,false,false,false,bastantes heces,"BIO1,CP1,BG1-003,18",1,false,false
38430,BG1-004,PM,2025-12-17,,0,0.00,0.0,0.0,0.0,true,false,false,bastante suelo dañado,"BIO1,CP1,BG1-004,33",1,false,false
